YY,MM,DD,HH,MI,SS,SEQ,THETIME,LOGID,CLIENTIP,REQUESTOR,SERVER,DBNAME,ACC,ELAPSED,BUSY,NRROWS,STATEMENT,ERROR
2004,1,14,1,58,59,4119720,14-JAN-04 01.58.59.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.016,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=110842122021634048",0
2004,1,14,1,58,58,4119721,14-JAN-04 01.58.59.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.03,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=110842122000662528",0
2004,1,14,2,2,4,4119378,14-JAN-04 02.02.04.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.03,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=99582732153126912",0
2004,1,14,2,2,5,4119376,14-JAN-04 02.02.05.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.03,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=99582731981160448",0
2004,1,14,2,2,4,4119377,14-JAN-04 02.02.05.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.016,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=99582732144738304",0
2004,1,14,2,2,6,4119374,14-JAN-04 02.02.06.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.016,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=103243254283108352",0
2004,1,14,2,2,5,4119375,14-JAN-04 02.02.06.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.016,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=99582732157321216",0
2004,1,14,2,2,7,4119372,14-JAN-04 02.02.07.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.013,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=103243254270525440",0
2004,1,14,2,2,6,4119373,14-JAN-04 02.02.07.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.016,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=103243254224388096",0
2004,1,14,2,2,8,4119370,14-JAN-04 02.02.08.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.016,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=103243254228582400",0
2004,1,14,2,2,7,4119371,14-JAN-04 02.02.08.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.016,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=99582729590407168",0
2004,1,14,2,2,9,4119368,14-JAN-04 02.02.09.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.013,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=103243254278914048",0
2004,1,14,2,2,8,4119369,14-JAN-04 02.02.09.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.03,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=99582729582018560",0
2004,1,14,2,2,10,4119367,14-JAN-04 02.02.10.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.016,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=100146046860001280",0
2004,1,14,2,2,11,4119365,14-JAN-04 02.02.11.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.03,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=99582729569435648",0
2004,1,14,2,2,10,4119366,14-JAN-04 02.02.11.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.016,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=99582729577824256",0
2004,1,14,2,2,12,4119363,14-JAN-04 02.02.12.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.03,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=178115829768912896",0
2004,1,14,2,2,11,4119364,14-JAN-04 02.02.12.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.013,0,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=103243254266331136",0
2004,1,14,2,2,13,4119361,14-JAN-04 02.02.13.000000000 AM,2003,131.215.120.248,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.016,0.001,1,"SELECT specObjID,mjd,plate,tile,fiberID FROM SpecObj WHERE specObjID=178115829605335040",0
2004,1,14,2,2,13,4119362,14-JAN-04 02.02.13.000000000 AM,2004,131.215.120.249,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.016,0.001,1,SELECT pid FROM spectable WHERE,1
2004,1,14,2,2,13,4119378,14-JAN-04 02.02.13.000000000 AM,2005,131.215.120.250,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.016,0.001,1,SELECT specObjID FROM,1
2004,1,14,2,2,13,4119453,14-JAN-04 02.02.13.000000000 AM,2006,131.215.120.251,skyserver.pha.jhu.edu,SDSSDR1,BESTDR1,public,0.016,0.001,1,"SELECT pobjID,mjd",1
